,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm)
355,11-Apr-2021 - 00:00,12-Apr-2021 - 00:00,42.88,127.29,21.88,2.61,5.11,15.07,20.64,0.37,29.11,0,,,,43.92,1.27,203.39,271.9,,0
356,12-Apr-2021 - 00:00,13-Apr-2021 - 00:00,45.41,107.86,12.78,2.63,6.98,8.81,20.42,0.42,28.41,0,,,,44.5,1.23,175.5,221.92,,0.04
357,13-Apr-2021 - 00:00,14-Apr-2021 - 00:00,40.93,111.12,18.88,2.55,8.79,15.51,20.42,0.42,24.96,0,,,,38.04,1.07,184.82,215.16,,0
358,14-Apr-2021 - 00:00,15-Apr-2021 - 00:00,56.76,109.66,2.23,2.61,2.95,2.02,20.4,0.47,28.29,0,,,,55.43,1.46,177.65,260.63,,0.07
359,15-Apr-2021 - 00:00,16-Apr-2021 - 00:00,44.04,113.08,4.72,2.58,8.35,3.54,20.51,0.44,18.99,0,,,,52.54,1.17,163.17,245.28,,0.01
360,16-Apr-2021 - 00:00,17-Apr-2021 - 00:00,37.6,94.37,4.68,2.63,5.13,4.39,20.71,0.41,21.97,0,,,,63.37,1.38,190.8,194.45,,0.05
361,17-Apr-2021 - 00:00,18-Apr-2021 - 00:00,39.96,72.76,2.22,2.67,5.22,2.03,20.82,0.39,31.24,0,,,,82.12,1.84,156.98,160.99,,0.11
362,18-Apr-2021 - 00:00,19-Apr-2021 - 00:00,33.13,58.8,2.22,2.63,5.2,2.03,20.81,0.36,33.61,0,,,,73.78,1.27,133.92,165.63,,0.16
363,19-Apr-2021 - 00:00,20-Apr-2021 - 00:00,30.82,87.32,2.23,2.58,5.16,2.02,20.82,0.28,40.96,0,,,,47.64,1.51,209.45,281.79,,0.05
364,20-Apr-2021 - 00:00,21-Apr-2021 - 00:00,33.14,156.28,16.86,2.85,5.02,11.86,21.04,0.12,35.02,0,,,,39.71,1.39,192.23,335.68,,0
365,21-Apr-2021 - 00:00,22-Apr-2021 - 00:00,44.88,143.19,10.56,2.62,5.21,7.51,21.28,0.28,29.62,0,,,,55.57,1.28,162.74,271.7,,0
